student_id,gender,age,department,year_of_study,socio_economic_status,parental_education,hostel_status,attendance_percentage,internal_marks,assignment_score,lab_performance,previous_sem_gpa,backlogs,study_hours_per_week,participation,extracurricular_score,login_frequency,library_usage,online_course_completion,discipline_records,stress_level,current_gpa,pass_fail,at_risk_student
STU07103,Female,22,MECH,3,Medium,No Degree,Hosteller,78.43,51.47,58.48,70.32,6.57,1,16.31,Medium,39.45,48.31,21.45,0.0,0,Medium,6.09,1,0
STU07104,Male,23,MECH,2,High,Master,Day Scholar,84.37,73.65,90.09,70.77,6.97,0,18.25,Low,47.26,65.76,12.84,45.05,1,Low,6.43,1,0
STU07105,Female,21,CIVIL,4,High,Diploma,Day Scholar,85.7,56.78,76.73,74.13,8.35,0,24.0,Low,44.36,26.96,15.03,42.54,0,Low,6.1,1,0
STU07106,Female,20,MECH,2,Medium,Bachelor,Hosteller,72.59,53.23,57.6,61.35,7.27,0,29.04,Low,5.58,46.1,12.2,57.12,0,Medium,5.01,1,0
STU07107,Female,21,CSE,3,High,Diploma,Hosteller,82.73,84.56,66.3,79.97,5.33,0,20.49,Medium,36.8,43.63,19.13,57.52,1,Medium,7.12,1,0
STU07108,Male,21,MCA,2,High,Bachelor,Hosteller,81.83,68.21,70.44,76.47,6.87,0,30.49,Low,44.98,65.43,21.21,22.25,0,Medium,7.13,1,0
STU07109,Female,24,EEE,4,Medium,No Degree,Day Scholar,56.58,59.12,53.86,47.76,5.56,0,22.81,Medium,50.59,39.37,3.63,78.82,1,High,5.09,1,1
STU07110,Male,20,MCA,2,Medium,PhD,Hosteller,70.31,67.55,53.86,78.64,8.22,0,21.11,Low,18.32,17.56,8.72,23.55,1,Medium,6.25,1,0
STU07111,Male,25,MCA,4,High,No Degree,Day Scholar,93.57,70.23,79.87,65.18,6.56,0,17.01,Medium,27.98,37.69,22.91,43.9,1,High,7.44,1,0
STU07112,Male,18,CSE,1,Medium,Master,Hosteller,70.77,55.84,78.48,66.98,6.82,1,23.76,High,45.24,78.95,1.49,62.94,0,High,5.97,1,0
STU07113,Female,21,ECE,4,Medium,PhD,Hosteller,71.15,71.49,69.43,85.4,5.93,1,23.1,Low,50.48,52.39,16.23,43.52,0,Low,6.06,1,0
STU07114,Female,23,MCA,2,Medium,PhD,Hosteller,88.99,60.65,62.53,56.66,6.67,0,20.13,Low,47.49,40.1,23.17,70.69,0,Low,6.06,1,0
STU07115,Female,21,ECE,2,Medium,Bachelor,Day Scholar,78.9,61.94,79.12,73.98,9.19,1,21.34,Low,29.18,36.52,4.92,90.8,0,Low,7.06,1,0
STU07116,Male,24,CSE,4,Medium,Bachelor,Day Scholar,87.67,68.5,81.21,61.22,7.11,1,22.53,Medium,25.61,55.35,11.65,53.51,0,Medium,6.79,1,0
STU07117,Female,19,MCA,1,Low,No Degree,Day Scholar,77.84,77.54,69.88,94.13,7.13,1,11.02,High,34.69,39.79,9.05,56.26,0,Low,6.25,0,0
STU07118,Male,20,EEE,1,Medium,PhD,Hosteller,70.41,65.72,76.02,82.5,5.94,1,8.79,Medium,58.98,51.71,4.15,37.14,1,High,6.57,1,0
STU07119,Male,20,EEE,3,Medium,PhD,Hosteller,81.27,70.14,88.57,83.95,4.15,2,19.34,Medium,64.51,80.18,16.15,58.96,0,High,7.0,0,1
STU07120,Female,19,MECH,1,High,Bachelor,Day Scholar,79.66,69.89,94.43,67.33,6.96,1,18.58,Medium,73.85,0.0,21.82,0.0,0,Low,7.53,0,0
STU07121,Male,25,CIVIL,4,High,Master,Hosteller,86.62,71.3,72.43,62.22,6.75,2,24.64,High,63.24,76.6,13.34,75.95,0,High,6.45,1,1
STU07122,Female,20,ECE,3,Low,Bachelor,Hosteller,86.67,69.32,58.46,83.2,5.0,2,11.68,Medium,44.12,52.97,7.47,80.79,1,Medium,6.05,0,1
STU07123,Male,22,MCA,4,Medium,Master,Hosteller,72.99,42.73,59.52,86.92,7.77,1,5.0,Low,68.74,26.49,7.55,40.25,1,Medium,6.36,1,0
STU07124,Female,22,CIVIL,2,Medium,Master,Hosteller,68.91,58.12,69.14,64.88,7.2,1,27.08,Medium,55.11,49.63,10.13,39.13,0,High,5.05,1,0
STU07125,Male,22,CIVIL,1,Low,Diploma,Hosteller,80.57,59.91,100.0,72.5,5.51,1,17.22,High,32.45,49.79,3.03,42.18,0,Low,7.06,0,0
STU07126,Female,21,MCA,1,Medium,Master,Day Scholar,77.2,68.37,71.19,70.66,5.35,1,20.34,Medium,48.29,59.85,20.85,66.1,0,Low,6.77,1,0
STU07127,Male,22,MCA,2,Medium,Bachelor,Hosteller,83.9,68.86,69.36,66.43,5.44,0,28.32,Low,41.89,61.67,7.07,5.85,0,Low,5.44,1,0
STU07128,Male,18,EEE,1,High,Master,Day Scholar,68.54,55.57,46.31,64.29,3.77,0,15.46,Medium,34.11,63.36,16.18,46.03,1,Low,4.06,1,1
STU07129,Male,22,EEE,1,Medium,Master,Day Scholar,86.52,74.57,55.69,51.33,5.18,0,14.7,Medium,51.95,43.65,1.5,60.79,1,Low,6.6,1,0
STU07130,Female,18,MBA,1,Low,Bachelor,Day Scholar,75.68,60.67,77.55,71.31,5.88,1,14.29,Low,34.05,38.4,9.68,35.56,0,Medium,6.03,1,0
STU07131,Female,20,MCA,3,Medium,No Degree,Day Scholar,100.0,66.78,47.94,57.51,7.96,1,18.24,Medium,3.37,60.78,26.16,19.43,1,Low,6.24,1,0
STU07132,Female,20,ECE,3,High,Bachelor,Day Scholar,76.62,67.33,85.67,68.73,4.54,1,32.49,Medium,48.31,72.96,12.45,54.63,0,Medium,6.77,0,0
STU07133,Male,18,MCA,1,Low,PhD,Hosteller,79.07,79.83,72.95,79.85,6.24,0,26.95,Medium,48.5,31.39,10.79,75.06,1,Low,6.48,1,0
STU07134,Female,22,CSE,1,Medium,Diploma,Hosteller,75.76,49.51,81.15,60.41,7.04,0,13.34,High,52.94,45.44,23.29,79.15,0,High,5.49,1,0
STU07135,Male,23,MECH,4,Medium,Master,Day Scholar,64.53,20.0,51.98,79.87,5.98,0,22.34,Low,45.61,39.94,14.71,63.4,0,Medium,3.94,1,1
STU07136,Female,21,CSE,2,Medium,Diploma,Hosteller,70.89,72.01,77.58,71.8,7.08,1,16.51,Medium,46.8,59.95,8.44,6.89,0,Medium,5.7,0,0
STU07137,Female,23,MCA,4,Low,Master,Day Scholar,78.93,44.61,64.16,55.73,7.34,0,14.85,Low,57.91,59.18,9.11,22.4,1,Low,5.39,1,0
STU07138,Female,19,MECH,1,Medium,Diploma,Hosteller,84.42,40.36,72.25,79.38,6.09,1,12.83,High,39.21,74.81,13.12,91.92,0,Medium,5.29,1,0
STU07139,Female,18,MCA,1,High,Diploma,Day Scholar,97.55,76.18,80.37,64.99,6.91,0,17.14,Low,18.65,47.83,0.0,47.18,0,High,7.73,1,0
STU07140,Female,20,EEE,1,Low,Bachelor,Day Scholar,88.1,61.02,45.15,61.83,6.9,0,22.95,High,48.99,44.82,12.32,0.0,0,Medium,6.51,1,0
STU07141,Female,22,MCA,4,Low,Bachelor,Day Scholar,60.07,61.5,68.17,74.17,5.6,0,20.11,Low,0.0,58.42,18.84,38.82,0,High,5.77,1,1
STU07142,Female,18,MBA,1,Medium,Master,Day Scholar,77.04,57.95,87.76,74.21,3.31,2,23.07,Medium,68.02,68.29,19.23,0.0,0,Low,5.42,1,1
STU07143,Male,22,MECH,4,Medium,No Degree,Day Scholar,77.71,78.13,78.92,83.25,5.2,0,14.42,Medium,22.75,48.18,12.08,54.87,0,Medium,7.12,1,0
STU07144,Female,22,MCA,3,High,Master,Day Scholar,86.36,69.92,84.17,60.88,6.58,1,21.82,Medium,51.39,27.85,8.65,39.24,1,Medium,7.57,0,0
STU07145,Male,23,CSE,4,Medium,Bachelor,Day Scholar,91.51,52.53,91.96,52.66,8.26,1,10.66,Low,62.97,63.41,11.55,27.92,0,High,7.29,1,0
STU07146,Female,18,CSE,1,Medium,Master,Hosteller,79.2,75.06,86.34,71.85,5.77,1,16.44,Medium,48.7,69.21,14.77,75.71,2,Medium,6.96,0,0
STU07147,Female,23,MCA,3,Low,Bachelor,Hosteller,68.74,46.33,94.67,68.62,5.27,0,30.26,Low,76.06,52.55,6.28,87.35,1,High,5.83,1,0
STU07148,Male,21,ECE,2,Low,Master,Day Scholar,82.71,52.85,62.88,57.0,5.21,0,25.9,High,42.47,29.45,16.11,31.22,1,High,6.25,1,0
STU07149,Male,20,ECE,2,Low,Master,Day Scholar,97.99,82.78,48.04,83.57,6.39,2,19.92,Medium,30.27,87.23,15.39,22.22,0,Medium,7.56,0,1
STU07150,Female,19,ECE,1,Medium,Master,Hosteller,89.99,75.26,77.14,75.16,6.53,0,12.75,Low,24.42,46.16,24.19,86.4,0,Medium,7.11,1,0
STU07151,Female,22,MCA,3,Low,No Degree,Hosteller,73.78,68.24,84.28,60.37,6.71,1,27.0,Medium,55.51,56.12,14.54,45.08,1,Low,6.24,0,0
STU07152,Male,22,CSE,1,High,Bachelor,Hosteller,92.8,64.05,85.35,72.78,6.42,1,14.83,Low,23.29,81.07,17.27,23.19,0,Low,7.03,1,0
STU07153,Female,19,ECE,2,Medium,No Degree,Day Scholar,64.76,64.79,89.35,66.55,5.57,0,20.66,High,17.51,98.03,12.79,51.53,0,Low,6.24,1,1
STU07154,Female,21,CIVIL,3,Medium,No Degree,Hosteller,79.24,58.63,96.27,61.58,5.64,1,27.22,Medium,54.22,35.95,17.93,49.11,1,Medium,5.71,1,0
STU07155,Female,21,MCA,3,Medium,PhD,Day Scholar,90.79,49.39,60.44,68.59,7.09,1,14.99,High,24.4,86.59,16.63,47.93,0,Medium,5.73,0,0
STU07156,Female,24,ECE,4,Medium,Diploma,Day Scholar,93.03,51.34,72.77,68.08,7.1,0,19.53,Medium,61.81,40.67,17.08,33.67,0,Low,5.86,1,0
STU07157,Male,21,MCA,3,Medium,Master,Hosteller,97.91,77.13,75.36,60.01,6.85,1,19.5,Medium,20.09,62.12,10.02,61.59,1,Medium,7.12,0,0
STU07158,Female,20,MECH,1,Low,Bachelor,Hosteller,76.25,47.91,51.58,80.66,7.54,0,14.46,Low,4.58,46.44,8.47,86.95,0,Medium,5.23,1,0
STU07159,Female,21,CIVIL,2,Low,Diploma,Day Scholar,55.0,44.91,59.02,77.12,6.54,0,17.17,Low,30.6,68.38,9.88,76.62,1,High,4.19,1,1
STU07160,Male,19,CIVIL,2,Low,Diploma,Day Scholar,71.64,62.7,67.46,100.0,7.91,0,20.78,High,71.71,23.86,0.0,57.99,0,High,5.12,1,0
STU07161,Male,22,MCA,4,Low,Bachelor,Day Scholar,74.95,63.83,70.34,72.0,7.0,3,17.99,Medium,49.16,24.98,15.12,38.86,0,Medium,5.39,1,1
STU07162,Male,20,ECE,2,Medium,Master,Day Scholar,74.51,61.19,73.71,51.17,6.01,0,15.72,Low,43.66,19.04,16.62,85.25,0,Low,6.03,1,0
STU07163,Female,24,MECH,4,Medium,Master,Day Scholar,75.32,68.21,51.66,77.76,5.41,1,32.84,Low,22.21,15.42,19.24,26.95,0,Medium,4.61,0,1
STU07164,Female,21,ECE,4,Low,Bachelor,Day Scholar,72.83,81.77,61.18,74.11,5.8,1,10.15,Medium,75.35,70.22,19.87,46.25,0,Low,6.83,0,0
STU07165,Female,20,CSE,1,Low,Master,Day Scholar,81.05,67.17,83.63,79.8,7.24,0,14.29,Medium,40.74,68.97,5.27,57.83,0,Medium,6.87,1,0
STU07166,Female,20,EEE,1,Low,Bachelor,Hosteller,78.14,87.46,73.89,68.98,6.69,1,17.07,Medium,41.76,38.41,18.26,17.05,0,Medium,7.27,0,0
STU07167,Female,24,MECH,4,Medium,Bachelor,Hosteller,86.63,77.65,71.68,86.93,7.82,0,23.53,Medium,29.31,30.01,13.99,29.05,0,High,7.01,1,0
STU07168,Male,18,MECH,1,Medium,Bachelor,Hosteller,95.9,62.31,71.98,76.74,7.25,0,9.83,Low,34.72,57.31,8.65,52.58,0,Medium,6.99,1,0
STU07169,Male,19,CSE,1,High,Bachelor,Day Scholar,87.39,82.98,53.36,65.11,7.96,0,12.44,Low,65.91,22.76,14.97,19.24,0,Medium,6.76,1,0
STU07170,Female,21,MBA,1,High,No Degree,Day Scholar,90.85,61.57,63.18,59.77,7.35,0,7.15,Medium,89.91,72.4,9.42,0.0,1,Medium,6.75,1,0
STU07171,Female,21,CIVIL,3,Low,No Degree,Day Scholar,77.86,74.65,83.5,55.47,4.76,2,19.71,Medium,12.78,68.08,15.99,22.35,0,Low,7.03,1,1
STU07172,Male,22,MBA,1,Low,Bachelor,Hosteller,72.13,72.51,57.21,86.9,3.59,0,13.22,Medium,15.06,95.32,9.01,47.46,0,Medium,5.78,1,0
STU07173,Male,21,CIVIL,4,Medium,Bachelor,Day Scholar,74.5,66.04,54.21,84.03,5.7,1,13.95,Low,35.87,62.43,17.97,26.17,0,Medium,5.55,0,0
STU07174,Female,21,MECH,1,Medium,Master,Day Scholar,78.23,72.55,70.09,50.85,5.97,0,29.15,Medium,20.01,65.96,4.84,65.74,1,Medium,5.56,1,0
STU07175,Female,22,MCA,3,Medium,Diploma,Day Scholar,64.45,38.69,92.2,64.38,4.79,0,12.84,Medium,25.94,66.04,21.95,73.52,0,High,5.19,1,1
STU07176,Female,19,CIVIL,1,Low,Master,Day Scholar,69.67,74.1,78.7,70.37,7.55,1,19.04,Medium,48.54,25.88,16.0,44.45,0,Medium,6.52,0,0
STU07177,Female,20,ECE,2,Low,No Degree,Hosteller,100.0,72.99,75.79,70.2,5.6,0,15.78,High,60.01,56.39,8.13,80.3,0,Medium,7.18,1,0
STU07178,Female,20,EEE,1,Low,Diploma,Day Scholar,84.24,74.48,74.68,86.67,8.43,1,8.94,Low,54.83,73.14,14.94,74.85,1,High,7.51,1,0
STU07179,Male,21,MECH,2,Low,Bachelor,Hosteller,66.53,83.48,63.48,55.84,5.58,1,20.75,High,67.26,49.57,0.0,15.99,0,High,5.74,1,0
STU07180,Female,19,MCA,1,Medium,Bachelor,Hosteller,75.65,76.77,71.79,78.25,6.14,0,13.61,Medium,45.76,60.06,4.76,56.85,0,Medium,6.39,1,0
STU07181,Male,20,ECE,2,High,Diploma,Hosteller,74.95,65.36,71.04,86.69,7.19,0,17.34,Medium,28.01,64.88,11.39,55.77,0,Low,6.48,1,0
STU07182,Female,21,MCA,3,Low,Master,Hosteller,72.81,65.63,68.39,61.83,5.17,1,15.57,Medium,37.34,54.38,12.9,39.02,0,Medium,5.51,1,0
STU07183,Male,22,CSE,4,Medium,Bachelor,Hosteller,71.12,63.23,80.2,67.72,7.73,1,18.12,Medium,27.63,39.49,9.92,94.9,0,Medium,6.91,0,0
STU07184,Female,24,MBA,3,Low,Master,Day Scholar,91.79,65.65,86.42,60.09,7.19,1,11.27,Medium,13.35,59.1,6.21,24.52,0,Medium,6.24,1,0
STU07185,Male,23,CSE,4,High,Master,Hosteller,78.06,85.19,81.78,59.73,7.1,1,20.6,Low,54.01,48.64,2.15,41.83,0,Medium,6.8,1,0
STU07186,Female,21,CIVIL,4,Medium,Bachelor,Day Scholar,63.32,61.87,50.62,74.59,7.6,1,5.0,Medium,29.05,75.07,5.7,84.41,0,Low,6.22,0,1
STU07187,Male,24,MECH,3,High,Master,Hosteller,88.89,65.62,72.43,66.42,8.27,0,31.43,High,33.69,53.55,12.11,58.72,1,Medium,7.06,1,0
STU07188,Female,24,MBA,4,Medium,No Degree,Hosteller,82.76,64.33,70.35,65.65,6.09,2,9.71,Low,51.25,37.13,12.12,50.59,0,Medium,6.28,1,1
STU07189,Male,20,EEE,1,Medium,Diploma,Hosteller,68.51,68.79,34.46,69.5,6.46,0,22.71,Medium,49.26,45.56,7.93,50.89,1,High,5.54,1,0
STU07190,Male,22,EEE,1,Low,Bachelor,Day Scholar,74.75,72.33,73.03,46.39,8.02,2,26.47,High,60.31,50.67,13.61,47.21,1,Low,6.32,0,1
STU07191,Female,24,CSE,3,Medium,Bachelor,Day Scholar,68.51,58.58,79.93,61.85,7.25,0,27.47,Medium,73.11,51.86,18.26,53.66,1,Low,5.65,1,0
STU07192,Male,22,MECH,1,High,No Degree,Day Scholar,87.9,90.19,63.25,85.75,5.86,1,15.67,Low,16.78,93.15,4.95,47.89,0,High,7.18,1,0
STU07193,Male,24,CIVIL,3,Low,PhD,Hosteller,97.87,82.25,65.56,73.77,7.17,0,29.74,Low,52.81,75.77,16.46,32.72,0,Medium,7.62,1,0
STU07194,Female,22,ECE,3,Low,Diploma,Day Scholar,75.44,44.18,54.12,69.82,5.16,3,20.42,Medium,20.98,56.42,23.48,49.3,2,Medium,4.64,1,1
STU07195,Male,23,CIVIL,4,Medium,Bachelor,Hosteller,83.31,58.88,67.36,70.07,5.0,0,26.14,Medium,24.52,45.99,9.68,56.81,0,Medium,5.31,1,0
STU07196,Female,22,MCA,1,Medium,No Degree,Hosteller,82.48,53.72,67.67,57.15,6.13,2,16.21,High,44.36,83.97,22.91,28.66,1,Medium,5.61,1,1
STU07197,Female,19,MECH,2,Medium,PhD,Day Scholar,100.0,91.95,98.97,67.45,5.49,1,30.27,Low,47.51,92.73,0.82,39.34,1,High,7.27,1,0
STU07198,Female,22,ECE,3,Medium,Bachelor,Day Scholar,82.69,83.45,80.51,81.3,5.76,0,15.51,Low,59.01,84.04,14.49,28.89,0,High,6.57,1,0
STU07199,Female,22,MCA,2,Low,Master,Hosteller,72.01,68.86,67.68,80.6,7.58,0,29.0,Medium,51.24,17.27,7.96,18.26,0,Medium,6.44,1,0
STU07200,Female,18,EEE,1,Low,Bachelor,Hosteller,78.13,47.98,62.02,65.27,6.34,0,24.16,Low,52.27,70.68,12.02,42.59,0,Medium,5.69,1,0
STU07201,Male,20,EEE,1,High,PhD,Day Scholar,62.74,57.59,60.74,88.83,3.64,0,21.2,High,57.63,91.21,22.59,63.48,0,High,5.1,1,1
STU07202,Female,23,MBA,3,Low,No Degree,Day Scholar,83.84,45.5,41.5,70.1,4.43,1,20.6,Low,64.76,27.8,19.99,48.68,0,Medium,4.77,1,1
STU07203,Male,22,ECE,4,Medium,No Degree,Day Scholar,56.33,77.66,69.74,83.35,6.97,0,6.04,High,28.33,58.12,5.08,77.64,0,Medium,6.46,1,1
STU07204,Male,24,ECE,4,Medium,Master,Hosteller,70.41,52.19,80.3,88.94,6.65,0,16.83,High,39.24,35.35,17.86,54.67,1,Medium,5.95,1,0
STU07205,Male,22,ECE,2,Medium,Bachelor,Hosteller,96.17,86.67,69.85,88.72,7.0,1,26.13,Low,0.0,15.1,2.96,39.26,0,Medium,8.2,0,0
STU07206,Male,21,EEE,3,High,Bachelor,Day Scholar,63.59,76.03,76.49,87.47,8.35,2,12.47,High,78.44,62.61,10.05,71.51,1,Low,7.94,1,1
STU07207,Male,22,CIVIL,1,High,Bachelor,Day Scholar,81.78,64.33,87.57,63.46,6.42,0,8.46,Medium,39.13,59.71,23.41,40.69,1,Low,6.16,1,0
STU07208,Male,19,MBA,2,Medium,Bachelor,Day Scholar,84.26,83.77,53.41,47.36,6.58,0,17.09,Low,34.48,77.75,11.12,100.0,2,Low,6.23,1,0
STU07209,Male,24,CIVIL,3,Medium,PhD,Day Scholar,75.69,46.91,61.82,44.01,7.9,1,17.32,Medium,75.73,86.59,9.62,26.37,0,High,5.46,0,0
STU07210,Female,20,CIVIL,3,Medium,Bachelor,Hosteller,70.66,63.15,76.59,63.43,6.13,0,20.45,Low,42.97,62.99,12.5,96.29,1,Low,6.65,1,0
STU07211,Male,19,MBA,2,High,Bachelor,Day Scholar,77.58,65.67,65.2,72.79,7.62,0,14.44,Low,44.01,34.02,9.52,33.92,0,Medium,6.34,1,0
STU07212,Female,20,MECH,2,High,Bachelor,Day Scholar,66.74,78.74,72.13,57.79,6.09,0,22.37,Low,54.54,48.56,16.41,35.8,0,Low,6.83,1,0
STU07213,Male,21,MECH,1,Medium,Diploma,Hosteller,68.75,70.66,80.06,85.62,8.55,0,14.53,Medium,34.26,81.89,9.45,63.56,0,Medium,6.61,1,0
STU07214,Male,25,EEE,4,Medium,Diploma,Day Scholar,84.45,82.04,68.15,73.68,6.69,0,28.83,Medium,42.46,58.03,8.78,58.04,0,Low,6.93,1,0
STU07215,Male,25,CSE,4,Medium,No Degree,Hosteller,82.53,74.25,63.02,72.43,8.12,0,13.11,Low,13.22,58.9,7.99,85.88,1,Low,6.96,1,0
STU07216,Female,21,CSE,2,Medium,No Degree,Hosteller,65.82,55.62,68.12,85.4,2.71,2,23.03,High,33.79,62.76,8.71,45.76,1,Medium,4.63,1,1
STU07217,Female,24,MCA,4,Medium,PhD,Day Scholar,83.57,67.24,80.23,68.98,7.59,0,13.83,High,40.17,20.36,14.1,24.68,0,Medium,6.12,1,0
STU07218,Male,22,ECE,3,Low,PhD,Day Scholar,83.59,79.8,65.07,64.64,5.42,3,23.12,Medium,28.74,76.46,5.44,56.35,1,Low,6.2,1,1
STU07219,Female,19,MECH,1,Medium,Bachelor,Day Scholar,73.94,73.3,65.17,71.78,5.0,1,8.96,Medium,21.94,58.4,12.26,36.81,1,Medium,5.32,0,0
STU07220,Male,22,CIVIL,1,Low,Bachelor,Day Scholar,89.84,59.92,84.7,60.72,5.17,2,14.71,Medium,0.0,19.0,12.95,33.09,0,High,7.05,1,1
STU07221,Female,21,CSE,3,Low,No Degree,Hosteller,80.22,60.68,82.21,65.29,7.13,2,30.56,Medium,26.98,51.78,13.5,59.07,0,High,5.87,0,1
STU07222,Female,21,MECH,1,Low,No Degree,Day Scholar,94.15,71.08,60.87,55.92,7.46,0,15.09,Medium,31.58,86.62,17.03,84.93,0,Low,7.25,1,0
STU07223,Male,23,EEE,4,Low,Bachelor,Hosteller,71.76,86.17,75.92,72.1,7.41,0,12.35,Medium,6.32,61.48,17.69,80.11,0,Low,7.39,1,0
STU07224,Female,22,ECE,3,Medium,Bachelor,Hosteller,62.3,52.7,78.37,77.05,6.66,1,15.77,Low,38.49,31.58,10.83,74.1,0,Low,6.28,0,1
STU07225,Male,22,CSE,1,High,Diploma,Day Scholar,74.94,71.6,51.39,76.36,6.54,0,15.64,High,55.07,51.05,13.8,67.82,0,Low,6.22,1,0
STU07226,Female,21,MBA,2,High,Bachelor,Day Scholar,80.05,85.35,93.91,67.5,6.44,1,18.77,High,41.55,46.2,16.2,48.48,1,Low,7.03,1,0
STU07227,Male,24,EEE,4,Medium,Master,Hosteller,83.3,74.07,78.32,91.59,4.9,0,21.56,Medium,46.68,62.77,20.76,64.0,0,Medium,6.96,1,0
STU07228,Male,24,MCA,4,High,PhD,Hosteller,79.06,82.87,76.29,52.97,6.45,0,18.14,High,92.23,43.17,17.7,16.64,0,Medium,7.32,1,0
STU07229,Female,19,MECH,2,Medium,Master,Day Scholar,77.97,72.02,31.1,83.3,5.24,0,18.48,Medium,64.35,86.26,12.53,56.95,1,Low,5.68,1,0
STU07230,Female,23,CSE,2,Medium,Bachelor,Day Scholar,78.45,68.19,77.54,70.64,8.62,0,22.34,Low,31.12,63.57,15.24,60.88,0,Medium,7.06,1,0
STU07231,Male,20,MCA,1,High,Bachelor,Day Scholar,93.74,86.64,61.12,98.9,7.21,0,18.53,Medium,38.96,22.8,21.52,60.03,0,Low,6.73,1,0
STU07232,Female,20,CSE,2,Medium,Bachelor,Day Scholar,85.9,84.9,83.15,81.43,7.27,1,13.85,Low,38.97,62.41,13.55,33.99,0,Medium,8.03,1,0
STU07233,Male,20,CIVIL,3,Low,Master,Hosteller,66.68,51.02,35.5,59.95,4.46,0,22.39,Medium,44.82,43.68,17.48,42.44,0,Medium,4.19,1,1
STU07234,Male,23,CSE,2,Medium,Diploma,Day Scholar,70.3,54.78,75.99,84.37,5.48,0,18.49,Medium,0.0,49.14,11.78,13.0,1,High,5.53,1,0
STU07235,Female,25,ECE,4,Medium,Diploma,Hosteller,76.33,72.28,59.85,59.68,6.0,0,19.54,High,55.15,62.2,9.32,74.64,0,High,5.22,1,0
STU07236,Male,24,EEE,4,Medium,Bachelor,Hosteller,55.98,48.35,69.7,63.75,7.63,2,28.03,Low,43.99,41.61,1.06,50.79,0,Low,5.13,1,1
STU07237,Male,23,MECH,3,Medium,Master,Day Scholar,72.95,63.54,86.52,58.34,7.26,1,19.58,Medium,28.95,44.99,0.0,90.64,0,Low,5.46,0,0
STU07238,Male,21,EEE,2,Medium,Bachelor,Hosteller,76.29,33.54,72.24,62.99,4.74,1,5.04,Low,45.04,73.15,18.91,69.72,0,Medium,3.62,1,1
STU07239,Male,20,MCA,3,Medium,Master,Day Scholar,70.44,85.89,89.17,55.97,6.77,0,12.05,Low,56.21,33.09,16.52,79.17,0,Medium,7.93,1,0
STU07240,Male,22,ECE,4,Medium,Diploma,Hosteller,77.86,51.74,73.68,73.82,5.78,1,22.56,Low,72.16,32.24,15.22,90.86,1,Low,4.53,0,1
STU07241,Female,24,MECH,3,Medium,Master,Hosteller,71.94,61.17,38.02,74.67,6.75,0,24.64,Medium,64.75,54.71,14.19,76.07,0,Medium,4.93,1,1
STU07242,Female,22,CIVIL,3,Low,Bachelor,Hosteller,79.71,64.2,64.27,64.02,5.16,0,16.06,Low,39.53,68.07,24.61,58.77,0,Low,6.95,1,0
STU07243,Female,23,CIVIL,2,Medium,Diploma,Hosteller,89.3,83.64,54.67,63.1,6.66,1,7.69,Medium,34.65,39.33,17.34,75.58,1,Low,7.2,0,0
STU07244,Female,22,MBA,2,High,Diploma,Hosteller,79.76,52.77,69.16,58.2,7.57,1,14.89,Medium,25.56,34.4,20.88,57.49,0,Low,6.63,0,0
STU07245,Female,23,ECE,2,Low,Master,Hosteller,81.92,77.56,82.93,61.74,8.31,1,24.89,Medium,14.68,39.47,21.41,81.81,0,Low,7.53,1,0
STU07246,Male,23,MBA,4,Medium,Diploma,Hosteller,85.47,86.96,86.15,81.24,5.32,1,15.58,High,45.5,40.65,4.87,5.94,0,High,7.46,0,0
STU07247,Female,20,CSE,1,Low,Bachelor,Hosteller,82.2,52.02,76.3,61.36,6.66,0,8.69,Low,24.62,68.39,9.86,50.38,0,Low,5.94,1,0
STU07248,Female,20,CSE,3,Medium,Master,Hosteller,84.44,60.45,70.18,60.89,6.37,0,17.71,Low,54.02,28.74,3.7,73.05,0,Low,6.92,1,0
STU07249,Male,24,ECE,3,Medium,Bachelor,Hosteller,81.06,85.15,68.29,74.48,6.58,0,7.08,Medium,71.62,66.84,6.38,25.72,0,Low,7.18,1,0
STU07250,Male,20,MECH,2,High,Bachelor,Day Scholar,62.88,49.61,89.1,76.72,3.12,2,22.51,Medium,11.24,54.68,11.15,85.62,1,Medium,5.29,1,1
STU07251,Female,22,CSE,2,Medium,Master,Hosteller,79.73,75.25,62.59,66.49,5.88,1,15.01,Medium,46.47,37.92,12.41,100.0,0,Low,7.15,0,0
STU07252,Male,19,MCA,1,Low,No Degree,Hosteller,70.99,93.1,80.61,52.68,6.6,1,13.59,High,54.5,40.31,15.59,23.73,0,Medium,6.34,0,0
STU07253,Female,21,CIVIL,2,Medium,Master,Day Scholar,82.9,59.5,67.89,65.57,7.18,0,11.11,High,45.1,33.15,6.81,85.84,0,Low,5.91,1,0
STU07254,Female,22,MCA,1,Low,Diploma,Day Scholar,87.27,62.77,75.76,60.9,5.51,0,22.32,Medium,28.0,66.93,3.45,71.97,0,Medium,6.26,1,0
STU07255,Male,21,MCA,2,Medium,Bachelor,Day Scholar,78.1,70.72,66.46,57.11,9.18,1,27.76,Medium,33.72,5.78,9.12,22.15,1,Medium,5.87,1,0
STU07256,Male,21,EEE,2,Medium,Master,Day Scholar,65.65,51.48,64.53,66.25,6.15,0,22.35,Low,55.47,51.28,10.55,52.41,1,High,5.35,1,0
